rank,title,authors,year,id,status,role,sub_area,provenance,source,citation_count,confidence,url,notes
323,Value-Decomposition Networks for Cooperative Multi-Agent Learning (VDN),Sunehag et al,2018,1706.05296,seed,anchor,"MARL, Emergent Communication, and Social Behavior",seed,curated-400,0,1.0,,anchor; MARL value decomposition
324,Dota 2 with Large Scale Deep Reinforcement Learning (OpenAI Five),OpenAI et al,2019,1912.06680,seed,anchor,"MARL, Emergent Communication, and Social Behavior",seed,curated-400,0,1.0,,anchor; Population self-play
325,Grandmaster Level in StarCraft II using Multi-Agent Reinforcement Learning (AlphaStar),Vinyals et al,2019,DOI:10.1038/s41586-019-1724-z,seed,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:openalex-query;local-bib-auto;seed,curated-400;local-bib;openalex:marl,3386,1.0,https://doi.org/10.1038/s41586-019-1724-z,anchor; League-based MARL
326,TarMAC: Targeted Multi-Agent Communication,Das et al,2019,1810.11187,seed,anchor,"MARL, Emergent Communication, and Social Behavior",seed,curated-400,0,1.0,,anchor; Targeted communication
327,Emergent Tool Use from Multi-Agent Autocurricula,Baker et al,2020,1909.07528,seed,anchor,"MARL, Emergent Communication, and Social Behavior",seed,curated-400,0,1.0,,anchor; Emergent tool use
328,The Surprising Effectiveness of PPO in Cooperative Multi-Agent Games (MAPPO),Yu et al,2022,2103.01955,seed,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:openalex-query;seed,curated-400;openalex:coding-agents,590,1.0,http://arxiv.org/abs/2103.01955,anchor; MARL policy optimization
329,MAPoRL: Multi-Agent Post-Co-Training for Collaborative Large Language Models with Reinforcement Learning,Park et al,2025,2502.18439,seed,trend,"MARL, Emergent Communication, and Social Behavior",local-bib-auto;seed,curated-400;local-bib,0,1.0,,trend; Collaborative LLM training
330,Biases for Emergent Communication in Multi-agent Reinforcement Learning,Eccles et al,2019,NeurIPS 2019,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:arxiv-query;auto-map:openalex-query,arxiv:emergent-communication;curated-400;openalex:emergent-communication,29,1.0,https://arxiv.org/abs/1912.05676,Inductive biases for protocols
331,Deep Decentralized Multi-task Multi-Agent Reinforcement Learning under Partial Observability,Omidshafiei et al,2017,1703.06182,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:openalex-query,curated-400;openalex:marl,188,1.0,http://arxiv.org/abs/1703.06182,Decentralized recurrent policies across tasks
332,Multiagent Bidirectionally-Coordinated Nets for Learning to Play StarCraft Combat Games,Peng et al,2017,1703.10069,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:openalex-query,curated-400;openalex:human-ai-coordination,272,1.0,http://arxiv.org/abs/1703.10069,BiCNet StarCraft coordination
333,Stabilising Experience Replay for Deep Multi-Agent Reinforcement Learning,Foerster et al,2017,1702.08887,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:openalex-query,curated-400;openalex:marl,334,1.0,http://arxiv.org/abs/1702.08887,Fingerprints and importance sampling for replay
334,Emergent Complexity via Multi-Agent Competition,Bansal et al,2018,1710.03748,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Self-play curriculum in physics games
335,Is Independent Learning All You Need in the StarCraft Multi-Agent Challenge?,de Witt et al,2020,2011.09533,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Reassesses IQL strength
336,Parameter Sharing is Surprisingly Useful for Multi-Agent Deep Reinforcement Learning,Terry et al,2020,2005.13625,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Baseline lesson for scalable teams
337,Multi-agent Reinforcement Learning: Independent versus Cooperative Agents,Tan,1993,ICML 1993,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Early independent/cooperative comparison
338,Mean Field Multi-Agent Reinforcement Learning,Yang et al,2018,1802.05438,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:openalex-query,curated-400;openalex:marl,247,1.0,http://arxiv.org/abs/1802.05438,Mean-field approximation for large populations
339,Actor-Attention-Critic for Multi-Agent Reinforcement Learning,Iqbal & Sha,2019,1810.02912,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:openalex-query,curated-400;openalex:marl,290,1.0,http://arxiv.org/abs/1810.02912,Centralized attention over agents
340,Bayesian Action Decoder for Deep Multi-Agent Reinforcement Learning,Foerster et al,2019,1811.01458,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Public belief from actions in Hanabi
341,QTRAN: Learning to Factorize with Transformation for Cooperative Multi-Agent Reinforcement Learning,Son et al,2019,1905.05408,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:openalex-query,curated-400;openalex:marl,222,1.0,http://arxiv.org/abs/1905.05408,More general IGM factorization
342,Social Influence as Intrinsic Motivation for Multi-Agent Deep Reinforcement Learning,Jaques et al,2019,1810.08647,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:arxiv-query;auto-map:openalex-query,arxiv:emergent-communication;curated-400;openalex:emergent-communication;openalex:social-dilemmas,263,1.0,https://arxiv.org/abs/1810.08647,Causal influence reward
343,Deep Multi-Agent Reinforcement Learning for Decentralized Continuous Cooperative Control,de Witt et al,2020,2003.06709,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,"Multi-Agent MuJoCo, COMIX, and FACMAC"
344,Learning Implicit Credit Assignment for Multi-Agent Actor-Critic,Liu et al,2020,2007.02529,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Actor-critic credit assignment without explicit counters
345,Weighted QMIX: Expanding Monotonic Value Function Factorisation for Deep Multi-Agent Reinforcement Learning,Rashid et al,2020,2006.10800,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:openalex-query,curated-400;openalex:dec-pomdp,114,1.0,http://arxiv.org/abs/2006.10800,Analyzes and relaxes QMIX projection
346,DOP: Off-Policy Multi-Agent Decomposed Policy Gradients,Wang et al,2021,2007.12322,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Decomposed critics for policy gradients
347,Multi-Agent Reinforcement Learning is a Sequence Modeling Problem,Wen et al,2022,2205.14953,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:openalex-query,curated-400;openalex:marl,79,1.0,http://arxiv.org/abs/2205.14953,Transformer formulation of joint action
348,Markov Games as a Framework for Multi-Agent Reinforcement Learning,Littman,1994,ICML 1994,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Stochastic-game bridge for MARL
349,An Algorithm for Distributed Reinforcement Learning in Cooperative Multi-Agent Systems,Lauer & Riedmiller,2000,ICML 2000,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Distributed team-learning foundation
350,Hysteretic Q-Learning: An Algorithm for Decentralized Reinforcement Learning in Cooperative Multi-Agent Teams,Matignon et al,2007,IROS 2007,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Early nonstationarity-tolerant Q-learning
351,Emergent Communication through Negotiation,Cao et al,2018,1804.03980,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:arxiv-query,arxiv:emergent-communication;curated-400,0,1.0,https://arxiv.org/abs/1804.03980,Mixed-motive negotiation protocols
352,On the Interaction Between Supervision and Self-Play in Emergent Communication,Lowe et al,2020,ICLR 2020,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:arxiv-query;auto-map:openalex-query,arxiv:emergent-communication;curated-400;openalex:emergent-communication,30,1.0,https://arxiv.org/abs/2002.01093,Human-language alignment under self-play
353,Heterogeneous Group-Based Reinforcement Learning for LLM-based Multi-Agent Systems,Chen et al,2025,2506.02718,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",local-snowball:1,curated-400,0,1.0,,referenced by local seed corpus
354,How Agents See Things: On Visual Representations in an Emergent Language Game,Bouchacourt & Baroni,2018,1808.10696,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Representation alignment without human semantics
355,Emergence of Communication in an Interactive World with Consistent Speakers,Bogin et al,2018,1809.00549,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Consistent-speaker interaction setting
356,Ease-of-Teaching and Language Structure from Emergent Communication,Li & Bowling,2019,1906.02403,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Teachable protocols and language structure
357,Llm-based multi-agent reinforcement learning: Current and future directions,Sun et al,2024,2405.11106,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query;auto-map:openalex-query;local-snowball:1,arxiv:surveys;curated-400;openalex:llm-mas-surveys,10,1.0,https://arxiv.org/abs/2405.11106,referenced by local seed corpus
358,Heterogeneous Multi-Agent Reinforcement Learning for Zero-Shot Scalable Collaboration,Guo et al,2024,2404.03869,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",local-snowball:1,curated-400,0,1.0,,referenced by local seed corpus
359,Deep Reinforcement Learning from Self-Play in Imperfect-Information Games,Heinrich & Silver,2016,1603.01121,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,NFSP equilibrium learning
360,Opponent Modeling in Deep Reinforcement Learning,He et al,2016,1609.05559,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Deep opponent-aware policy learning
361,Population Based Training of Neural Networks,Jaderberg et al,2017,1711.09846,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Hyperparameter and policy population method
362,Inequity Aversion Improves Cooperation in Intertemporal Social Dilemmas,Hughes et al,2018,1803.08884,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:openalex-query,curated-400;openalex:social-dilemmas,76,1.0,http://arxiv.org/abs/1803.08884,Social preferences in sequential dilemmas
363,Human-level Performance in First-person Multiplayer Games with Population-based Deep Reinforcement Learning,Jaderberg et al,2019,1807.01281,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Capture-the-Flag population league
364,OpenSpiel: A Framework for Reinforcement Learning in Games,Lanctot et al,2019,1908.09453,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical;auto-map:openalex-query,curated-400;openalex:social-dilemmas,106,1.0,http://arxiv.org/abs/1908.09453,Game-theoretic RL testbed
365,Compositionality and Generalization in Emergent Languages,Chaabouni et al,2020,2004.09124,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,Systematicity diagnostics for protocols
366,Open-Ended Learning Leads to Generally Capable Agents,Open Ended Learning Team et al,2021,2107.12808,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,XLand multi-agent task universe
367,SPIRAL: Self-Play on Zero-Sum Games Incentivizes Reasoning via Multi-Agent Multi-Turn Reinforcement Learning,Liu et al,2025,2506.24119,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",local-snowball:1,curated-400,0,1.0,,referenced by local seed corpus
368,Mastering Chess and Shogi by Self-Play with a General Reinforcement Learning Algorithm,Silver et al,2018,1712.01815,watchlist,anchor,"MARL, Emergent Communication, and Social Behavior",agent-batch:marl-emergent-classical,curated-400,0,1.0,,AlphaZero; adjacent but central to self-play
369,Learning to schedule communication in multi-agent reinforcement learning,Kim et al,2019,Proceedings of ICLR,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:openalex-query;local-snowball:2,curated-400;openalex:dec-pomdp,59,1.0,http://arxiv.org/abs/1902.01554,referenced by local seed corpus
370,Multi-agent cooperation through learning-aware policy gradients,Meulemans et al,2024,2410.18636,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query;local-snowball:1,arxiv:social-dilemmas;curated-400,0,1.0,https://arxiv.org/abs/2410.18636,referenced by local seed corpus
371,Emergent Multi-Agent Communication in the Deep Learning Era,Lazaridou et al,2020,2006.02419,seed,survey,Surveys and Taxonomies,auto-map:openalex-query;seed,curated-400;openalex:emergent-communication,32,1.0,http://arxiv.org/abs/2006.02419,survey; Emergent communication survey
372,Large Language Model based Multi-Agents: A Survey of Progress and Challenges,Guo et al,2024,2402.01680,seed,survey,Surveys and Taxonomies,auto-map:arxiv-query;auto-map:openalex-query;seed,arxiv:surveys;curated-400;openalex:agent-benchmarks;openalex:finance-agents;openalex:llm-mas-surveys;openalex:planning;openalex:reasoning,54,1.0,https://arxiv.org/abs/2402.01680,survey; LLM multi-agent survey
