rank,id,title,authors,year,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status,review_batch,decision,note
426,https://doi.org/10.1109/ispds67367.2025.11390999,Modular Task Decomposition and Dynamic Collaboration in Multi-Agent Systems Driven by Large Language Models,"Shuaidong Pan, Di Wu",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration,9,0.92,https://doi.org/10.1109/ispds67367.2025.11390999,,,,,unresolved,unavailable,batch-09,keep,"Generic task-decomposition framework and limited metadata, but IEEE proceedings DOI and citations make it a conservative keep."
427,https://doi.org/10.1109/tits.2025.3564389,EV Charging System Considering Power Dispatching Based on Multi-Agent LLMs and CGAN,"Zeyuan Niu, Jiamei Li, Qian Ai et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,7,0.92,https://doi.org/10.1109/tits.2025.3564389,,,,,unresolved,unavailable,batch-09,keep,Domain-specific IEEE Transactions paper using user/station LLM agents for negotiation and dispatch; relevant enough for application coverage.
428,https://doi.org/10.1016/j.aei.2025.104246,AirfoilAgent: Airfoil aerodynamics optimization design via large language model multi-agent collaborations,"Yi Fan, Hao Zhan, Mingxuan Zhang et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration,7,0.92,https://doi.org/10.1016/j.aei.2025.104246,,,,,unresolved,unavailable,batch-09,keep,Elsevier Advanced Engineering Informatics domain paper with explicit LLM multi-agent collaboration; keep for applied-agent coverage.
429,https://doi.org/10.1016/j.cag.2025.104338,AgentCoord: Visually exploring coordination strategy for LLM-based multi-agent collaboration,"Bo Pan, Jiaying Lu, Ke Wang et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration,7,0.92,https://doi.org/10.1016/j.cag.2025.104338,,,,,unresolved,unavailable,batch-10,keep,Relevant visual analytics paper on coordination strategies for LLM multi-agent collaboration; venue and topic are credible enough for corpus retention.
430,https://doi.org/10.18653/v1/2025.naacl-long.83,Divergent Thoughts toward One Goal: LLM-based Multi-Agent Collaboration System for Electronic Design Automation,"Haoyuan Wu, Haisheng Zheng, Zhuolun He et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,6,0.92,https://doi.org/10.18653/v1/2025.naacl-long.83,,,,,unresolved,unavailable,batch-10,keep,NAACL long paper with a concrete multi-agent collaboration setting in EDA; clearly relevant and not obvious noise.
431,https://doi.org/10.18653/v1/2025.acl-long.1170,AgentDropout: Dynamic Agent Elimination for Token-Efficient and High-Performance LLM-Based Multi-Agent Collaboration,"Zhexuan Wang, Yutong Wang, Xuebo Liu et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:topology,4,0.92,https://doi.org/10.18653/v1/2025.acl-long.1170,,,,,unresolved,unavailable,batch-10,keep,ACL long paper directly studies agent elimination and token efficiency; strong match to coordination and cost tradeoffs.
432,https://doi.org/10.5121/ijci.2024.130602,Dynamic Multi-Agent Orchestration and Retrieval for Multi-Source Question-Answer Systems using Large Language Models,"Antony Seabra, Claudio Cavalcante, Jo˜ao Nepomuceno et al",2024,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:orchestration,4,0.92,https://doi.org/10.5121/ijci.2024.130602,,,,,unresolved,unavailable,batch-10,keep,Narrow lower-venue RAG and SQL-agent orchestration paper but the PDF shows a real methodology and relevant multi-source QA application.
433,https://doi.org/10.18653/v1/2025.emnlp-main.232,MultiAgentESC: A LLM-based Multi-Agent Collaboration Framework for Emotional Support Conversation,"Yangyang Xu, Jinpeng Hu, Zhuoer Zhao et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:frameworks,3,0.92,https://doi.org/10.18653/v1/2025.emnlp-main.232,,,,,unresolved,unavailable,batch-10,keep,EMNLP main paper with explicit LLM multi-agent collaboration for emotional support dialogue; credible venue and directly relevant.
435,2604.17459,Transparent and Controllable Recommendation Filtering via Multimodal Multi-Agent Collaboration,Chi Zhang et al,2026,candidate,trend,LLM Multi-Agent Frameworks and Coordination,arxiv:collaboration;arxiv:llm-multi-agent,0,0.84,https://arxiv.org/abs/2604.17459,2604.17459,papers_extra/multi-agent-triaged/0435_2604.17459,papers_extra/multi-agent-triaged/0435_2604.17459/paper.pdf,papers_extra/multi-agent-triaged/0435_2604.17459/source,present,present,batch-03,keep,Retained after batch review.
436,2605.00410,Agent Capsules: Quality-Gated Granularity Control for Multi-Agent LLM Pipelines,Aninda Ray,2026,candidate,trend,LLM Multi-Agent Frameworks and Coordination,arxiv:llm-multi-agent,0,0.8,https://arxiv.org/abs/2605.00410,2605.00410,papers_extra/multi-agent-triaged/0436_2605.00410,papers_extra/multi-agent-triaged/0436_2605.00410/paper.pdf,papers_extra/multi-agent-triaged/0436_2605.00410/source,present,present,batch-03,keep,Retained after batch review.
437,2604.24110,Latency and Cost of Multi-Agent Intelligent Tutoring at Scale,Iizalaarab Elhaimeur et al,2026,candidate,trend,LLM Multi-Agent Frameworks and Coordination,arxiv:llm-multi-agent,0,0.8,https://arxiv.org/abs/2604.24110,2604.24110,papers_extra/multi-agent-triaged/0437_2604.24110,papers_extra/multi-agent-triaged/0437_2604.24110/paper.pdf,papers_extra/multi-agent-triaged/0437_2604.24110/source,present,present,batch-03,keep,Retained after batch review.
438,2601.15687,FARM: Field-Aware Resolution Model for Intelligent Trigger-Action Automation,Khusrav Badalov et al,2026,candidate,trend,LLM Multi-Agent Frameworks and Coordination,arxiv:llm-mas,0,0.8,https://arxiv.org/abs/2601.15687,2601.15687,papers_extra/multi-agent-triaged/0438_2601.15687,papers_extra/multi-agent-triaged/0438_2601.15687/paper.pdf,papers_extra/multi-agent-triaged/0438_2601.15687/source,present,present,batch-03,keep,Retained after batch review.
439,2604.02770,Improving Role Consistency in Multi-Agent Collaboration via Quantitative Role Clarity,Guoling Zhou et al,2026,candidate,trend,LLM Multi-Agent Frameworks and Coordination,arxiv:collaboration,0,0.8,https://arxiv.org/abs/2604.02770,2604.02770,papers_extra/multi-agent-triaged/0439_2604.02770,papers_extra/multi-agent-triaged/0439_2604.02770/paper.pdf,papers_extra/multi-agent-triaged/0439_2604.02770/source,present,present,batch-03,keep,Retained after batch review.
444,https://doi.org/10.1364/ofc.2025.m3z.10,Cross-Domain Orchestration with Multi-Agent LLM Framework for Enhanced Task Automation,"Xiaonan Xu, Haoshuo Chen, Roland Ryf et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:orchestration,0,0.8,https://doi.org/10.1364/ofc.2025.m3z.10,,,,,unresolved,unavailable,batch-10,keep,Domain-specific OFC paper with low citation signal but still matches multi-agent LLM orchestration and task automation.
446,https://doi.org/10.2139/ssrn.5149683,Can Large Language Models Serve as Data Analysts? A Multi-Agent Assisted Approach for Qualitative Data Analysis,"Zeeshan Rasheed, Waseem Muhammad, Aakash Ahmad et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration;openalex:software-agents,15,0.92,https://doi.org/10.2139/ssrn.5149683,,,,,unresolved,unavailable,batch-10,keep,SSRN preprint but has stronger citation signal and credible affiliations; relevant to applied LLM multi-agent analysis workflows.
447,https://doi.org/10.1016/j.jmsy.2025.08.003,LLM-based multi-agent task planning for human-robot collaborative assembly balancing operator experience and efficiency,"Binbin Wang, Lianyu Zheng, Yiwei Wang et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:planning;openalex:robot-collaboration,11,0.92,https://doi.org/10.1016/j.jmsy.2025.08.003,,,,,unresolved,unavailable,batch-10,keep,Manufacturing systems journal paper with task planning and human-robot collaboration; relevant applied multi-agent LLM workflow despite domain specificity.
448,https://doi.org/10.1007/978-3-031-73058-0_17,Collaborative Problem-Solving with LLM: A Multi-agent System Approach to Solve Complex Tasks Using Autogen,"Ricardo Barbosa, Ricardo Santos, Paulo Novais",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration;openalex:llm-mas,8,0.92,https://doi.org/10.1007/978-3-031-73058-0_17,,,,,unresolved,unavailable,batch-10,keep,Likely incremental AutoGen application but it is directly about collaborative LLM problem solving and is not obvious corpus noise.
449,https://doi.org/10.14778/3685800.3685816,AutoTQA: Towards Autonomous Tabular Question Answering through Multi-Agent Large Language Models,"Jun-Peng Zhu, Peng Cai, Kai Xu et al",2024,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:planning,21,0.92,https://doi.org/10.14778/3685800.3685816,,,,,unresolved,unavailable,batch-10,keep,PVLDB paper with clear autonomous tabular QA contribution and strong citation signal for its age; strong corpus fit.
450,https://doi.org/10.1016/j.cie.2025.110889,A blockchain-based LLM-driven energy-efficient scheduling system towards distributed multi-agent manufacturing scenario of new energy vehicles within the circular economy,"Changchun Liu, Qingwei Nie",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,12,0.92,https://doi.org/10.1016/j.cie.2025.110889,,,,,unresolved,unavailable,batch-10,keep,Somewhat tangential industrial scheduling paper but it appears in a credible journal and combines LLM-driven scheduling with distributed multi-agent manufacturing.
451,https://doi.org/10.1080/17452007.2025.2456768,Balancing performance and cost of LLMs in a multi-agent framework for BIM data retrieval,"Deli Liu, Xiaoping Zhou, Yu Li",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:frameworks,9,0.92,https://doi.org/10.1080/17452007.2025.2456768,,,,,unresolved,unavailable,batch-10,keep,Applied BIM retrieval paper that explicitly studies performance-cost tradeoffs in a multi-agent LLM framework; useful despite narrow domain.
452,https://doi.org/10.13088/jiis.2025.31.1.191,Beyond Text: Implementing Multimodal Large Language Model-Powered Multi-Agent Systems Using a No-Code Platform,Cheonsu Jeong,2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:coding-agents,8,0.92,https://doi.org/10.13088/jiis.2025.31.1.191,,,,,unresolved,unavailable,batch-10,keep,No-code multimodal MAS implementation is likely more applied than foundational but metadata shows publication and citations; retain for deeper relevance review.
453,https://doi.org/10.1007/978-3-031-77367-9_29,Beyond Chatbots: Enhancing Luxembourgish Language Learning Through Multi-agent Systems and Large Language Model,"Sana Nouzri, Meryem EL Fatimi, Titouan Guerin et al",2024,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration,8,0.92,https://doi.org/10.1007/978-3-031-77367-9_29,,,,,unresolved,unavailable,batch-10,keep,Educational language-learning application is narrow but directly uses LLM multi-agent systems and has a standard Springer venue record.
454,https://doi.org/10.1109/bigdata62323.2024.10826103,EduMAS: A Novel LLM-Powered Multi-Agent Framework for Educational Support,"Qiaomu Li, Ying Xie, Sumit Chakravarty et al",2024,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:frameworks,7,0.92,https://doi.org/10.1109/bigdata62323.2024.10826103,,,,,unresolved,unavailable,batch-10,keep,IEEE BigData paper on an LLM-powered multi-agent education framework; applied but credible enough to keep.
455,https://doi.org/10.1007/978-3-031-80889-0_3,GoNoGo: An Efficient LLM-Based Multi-agent System for Streamlining Automotive Software Release Decision-Making,"Arsham Gholamzadeh Khoee, Yinan Yu, Robert Feldt et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,6,0.92,https://doi.org/10.1007/978-3-031-80889-0_3,,,,,unresolved,unavailable,batch-10,keep,Software release decision-making application with LLM multi-agent framing; plausible practical workflow paper rather than obvious noise.
457,https://doi.org/10.18653/v1/2025.acl-long.757,MasRouter: Learning to Route LLMs for Multi-Agent Systems,"Yanwei Yue, Guibin Zhang, Boyang Liu et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,5,0.9,https://doi.org/10.18653/v1/2025.acl-long.757,,,,,unresolved,unavailable,batch-11,keep,ACL long paper directly about routing LLMs in multi-agent systems; venue and topic are strong enough to keep for full review despite low early citations.
458,https://doi.org/10.18653/v1/2025.naacl-long.476,MASTER: A Multi-Agent System with LLM Specialized MCTS,"Bingzheng Gan, Yufan Zhao, Tianyi Zhang et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,5,0.9,https://doi.org/10.18653/v1/2025.naacl-long.476,,,,,unresolved,unavailable,batch-11,keep,NAACL long paper with explicit multi-agent architecture and search/planning mechanism; plausible core contribution needing deeper review.
460,https://doi.org/10.1016/j.autcon.2025.106563,AI BIM coordinator for non-expert interaction in building design using LLM-driven multi-agent systems,"Yaxian Dong, Zijun Zhan, Yuqing Hu et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,4,0.89,https://doi.org/10.1016/j.autcon.2025.106563,,,,,unresolved,unavailable,batch-11,keep,Peer-reviewed Automation in Construction application paper; likely domain-specific but LLM-driven multi-agent coordination is central enough to keep.
461,2025.00039,Assessing and Enhancing the Robustness of LLM-Based Multi-Agent Systems Through Chaos Engineering,Joshua Owotogbe,2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,3,0.87,https://doi.org/10.1109/cain66642.2025.00039,,,,,unresolved,unavailable,batch-11,keep,Conference DOI and topic are directly about robustness testing for LLM multi-agent systems; low citations are expected for a 2025 paper.
462,https://doi.org/10.1145/3701716.3715225,Flow-of-Action: SOP Enhanced LLM-Based Multi-Agent System for Root Cause Analysis,"Changhua Pei, Zexin Wang, Fengrui Liu et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,3,0.87,https://doi.org/10.1145/3701716.3715225,,,,,unresolved,unavailable,batch-11,keep,ACM paper on SOP-guided LLM multi-agent root cause analysis; applied but relevant to coordination and operational workflows.
463,https://doi.org/10.1007/978-3-032-04200-2_12,A Multi-agent LLM System for Automated Requirements Analysis: A Study on User Story Generation and Prioritization,"Malik Abdul Sami, Zheying Zhang, Muhammad Waseem et al",2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,3,0.87,https://doi.org/10.1007/978-3-032-04200-2_12,,,,,unresolved,unavailable,batch-11,keep,Springer chapter on a concrete software-engineering multi-agent LLM workflow; likely narrow but not obvious noise.
465,https://doi.org/10.13088/jiis.2025.31.10.141,A Practical MCP×A2A Integration Framework for Interoperability in LLM-Based Autonomous Multi-Agent Systems,Cheonsu Jeong,2025,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:frameworks,3,0.87,https://doi.org/10.13088/jiis.2025.31.10.141,,,,,unresolved,unavailable,batch-11,keep,"Journal article on MCP/A2A interoperability; may be more framework discussion than rigorous evaluation, but directly relevant and should receive deeper review."
