rank,id,title,status,coverage_status,review_batch,decision,note
423,https://doi.org/10.52202/079017-4397,Reflective Multi-Agent Collaboration based on Large Language Models,candidate,reviewed-retained,batch-09,keep,NeurIPS proceedings paper on reflective LLM multi-agent collaboration; strong enough to keep even without local artifact.
424,https://doi.org/10.1109/tccn.2024.3482354,Semantic Information Extraction and Multi-Agent Communication Optimization Based on Generative Pre-Trained Transformer,candidate,reviewed-retained,batch-09,keep,IEEE Transactions paper focused on LLM-assisted semantic communication optimization among agents; relevant communication mechanism.
425,https://doi.org/10.1109/access.2025.3548451,LLM-Driven Social Influence for Cooperative Behavior in Multi-Agent Systems,candidate,reviewed-retained,batch-09,keep,IEEE Access theoretical/application paper on LLM-driven influence in MAS; potentially narrow but relevant to cooperation mechanisms.
426,https://doi.org/10.1109/ispds67367.2025.11390999,Modular Task Decomposition and Dynamic Collaboration in Multi-Agent Systems Driven by Large Language Models,candidate,reviewed-retained,batch-09,keep,"Generic task-decomposition framework and limited metadata, but IEEE proceedings DOI and citations make it a conservative keep."
427,https://doi.org/10.1109/tits.2025.3564389,EV Charging System Considering Power Dispatching Based on Multi-Agent LLMs and CGAN,candidate,reviewed-retained,batch-09,keep,Domain-specific IEEE Transactions paper using user/station LLM agents for negotiation and dispatch; relevant enough for application coverage.
428,https://doi.org/10.1016/j.aei.2025.104246,AirfoilAgent: Airfoil aerodynamics optimization design via large language model multi-agent collaborations,candidate,reviewed-retained,batch-09,keep,Elsevier Advanced Engineering Informatics domain paper with explicit LLM multi-agent collaboration; keep for applied-agent coverage.
429,https://doi.org/10.1016/j.cag.2025.104338,AgentCoord: Visually exploring coordination strategy for LLM-based multi-agent collaboration,candidate,reviewed-retained,batch-10,keep,Relevant visual analytics paper on coordination strategies for LLM multi-agent collaboration; venue and topic are credible enough for corpus retention.
430,https://doi.org/10.18653/v1/2025.naacl-long.83,Divergent Thoughts toward One Goal: LLM-based Multi-Agent Collaboration System for Electronic Design Automation,candidate,reviewed-retained,batch-10,keep,NAACL long paper with a concrete multi-agent collaboration setting in EDA; clearly relevant and not obvious noise.
431,https://doi.org/10.18653/v1/2025.acl-long.1170,AgentDropout: Dynamic Agent Elimination for Token-Efficient and High-Performance LLM-Based Multi-Agent Collaboration,candidate,reviewed-retained,batch-10,keep,ACL long paper directly studies agent elimination and token efficiency; strong match to coordination and cost tradeoffs.
432,https://doi.org/10.5121/ijci.2024.130602,Dynamic Multi-Agent Orchestration and Retrieval for Multi-Source Question-Answer Systems using Large Language Models,candidate,reviewed-retained,batch-10,keep,Narrow lower-venue RAG and SQL-agent orchestration paper but the PDF shows a real methodology and relevant multi-source QA application.
433,https://doi.org/10.18653/v1/2025.emnlp-main.232,MultiAgentESC: A LLM-based Multi-Agent Collaboration Framework for Emotional Support Conversation,candidate,reviewed-retained,batch-10,keep,EMNLP main paper with explicit LLM multi-agent collaboration for emotional support dialogue; credible venue and directly relevant.
434,2402.14807,A Decision-Language Model (DLM) for Dynamic Restless Multi-Armed Bandit Tasks in Public Health,candidate,removed-low-quality,previous-canonical,remove,"False positive: LLM planner for RMAB/public-health reward tuning, not LLM-MAS with strong bridge value."
435,2604.17459,Transparent and Controllable Recommendation Filtering via Multimodal Multi-Agent Collaboration,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
436,2605.00410,Agent Capsules: Quality-Gated Granularity Control for Multi-Agent LLM Pipelines,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
437,2604.24110,Latency and Cost of Multi-Agent Intelligent Tutoring at Scale,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
438,2601.15687,FARM: Field-Aware Resolution Model for Intelligent Trigger-Action Automation,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
439,2604.02770,Improving Role Consistency in Multi-Agent Collaboration via Quantitative Role Clarity,candidate,reviewed-retained,batch-03,keep,Retained after batch review.
440,https://doi.org/10.2139/ssrn.6235282,RepoAI: Automated Code Refactoring through Multi-Agent LLM Orchestration and Retrieval-Augmented Generation,candidate,reviewed-needs-followup,batch-10,needs_followup,Recent SSRN preprint with no accessible local artifact and no citation signal yet; title is plausibly relevant to coding agents so it should not be removed without deeper inspection.
441,https://doi.org/10.5281/zenodo.18707310,Manifold: Eliminating False Positives in Multi-Agent LLM Systems Through Specification-Driven Orchestration,candidate,reviewed-needs-followup,batch-10,needs_followup,Zenodo-only record is unreviewed but the metadata claims controlled trials and a specification-driven orchestration contribution; plausible enough to require follow-up.
442,2512.23300,AI4Reading: Chinese Audiobook Interpretation System Based on Multi-Agent Collaboration,candidate,removed-low-quality,previous-canonical,remove,Niche audiobook-generation workflow; multi-agent framing is role-prompt plumbing with weak evaluation.
443,2511.15755,"Multi-Agent LLM Orchestration Achieves Deterministic, High-Quality Decision Support for Incident Response",candidate,removed-low-quality,previous-canonical,remove,"Single incident scenario, TinyLlama-only, weak metric/baseline, but production-grade claims."
444,https://doi.org/10.1364/ofc.2025.m3z.10,Cross-Domain Orchestration with Multi-Agent LLM Framework for Enhanced Task Automation,candidate,reviewed-retained,batch-10,keep,Domain-specific OFC paper with low citation signal but still matches multi-agent LLM orchestration and task automation.
445,https://doi.org/10.2139/ssrn.5818317,AutoTestX: Dependable Test Generation with Open-Source LLMs via Multi-Agent Orchestration,candidate,reviewed-needs-followup,batch-10,needs_followup,SSRN preprint and artifact is unavailable in the batch; title is plausibly relevant to multi-agent test generation but needs paper-level verification.
446,https://doi.org/10.2139/ssrn.5149683,Can Large Language Models Serve as Data Analysts? A Multi-Agent Assisted Approach for Qualitative Data Analysis,candidate,reviewed-retained,batch-10,keep,SSRN preprint but has stronger citation signal and credible affiliations; relevant to applied LLM multi-agent analysis workflows.
447,https://doi.org/10.1016/j.jmsy.2025.08.003,LLM-based multi-agent task planning for human-robot collaborative assembly balancing operator experience and efficiency,candidate,reviewed-retained,batch-10,keep,Manufacturing systems journal paper with task planning and human-robot collaboration; relevant applied multi-agent LLM workflow despite domain specificity.
448,https://doi.org/10.1007/978-3-031-73058-0_17,Collaborative Problem-Solving with LLM: A Multi-agent System Approach to Solve Complex Tasks Using Autogen,candidate,reviewed-retained,batch-10,keep,Likely incremental AutoGen application but it is directly about collaborative LLM problem solving and is not obvious corpus noise.
449,https://doi.org/10.14778/3685800.3685816,AutoTQA: Towards Autonomous Tabular Question Answering through Multi-Agent Large Language Models,candidate,reviewed-retained,batch-10,keep,PVLDB paper with clear autonomous tabular QA contribution and strong citation signal for its age; strong corpus fit.
450,https://doi.org/10.1016/j.cie.2025.110889,A blockchain-based LLM-driven energy-efficient scheduling system towards distributed multi-agent manufacturing scenario of new energy vehicles within the circular economy,candidate,reviewed-retained,batch-10,keep,Somewhat tangential industrial scheduling paper but it appears in a credible journal and combines LLM-driven scheduling with distributed multi-agent manufacturing.
451,https://doi.org/10.1080/17452007.2025.2456768,Balancing performance and cost of LLMs in a multi-agent framework for BIM data retrieval,candidate,reviewed-retained,batch-10,keep,Applied BIM retrieval paper that explicitly studies performance-cost tradeoffs in a multi-agent LLM framework; useful despite narrow domain.
452,https://doi.org/10.13088/jiis.2025.31.1.191,Beyond Text: Implementing Multimodal Large Language Model-Powered Multi-Agent Systems Using a No-Code Platform,candidate,reviewed-retained,batch-10,keep,No-code multimodal MAS implementation is likely more applied than foundational but metadata shows publication and citations; retain for deeper relevance review.
453,https://doi.org/10.1007/978-3-031-77367-9_29,Beyond Chatbots: Enhancing Luxembourgish Language Learning Through Multi-agent Systems and Large Language Model,candidate,reviewed-retained,batch-10,keep,Educational language-learning application is narrow but directly uses LLM multi-agent systems and has a standard Springer venue record.
454,https://doi.org/10.1109/bigdata62323.2024.10826103,EduMAS: A Novel LLM-Powered Multi-Agent Framework for Educational Support,candidate,reviewed-retained,batch-10,keep,IEEE BigData paper on an LLM-powered multi-agent education framework; applied but credible enough to keep.
455,https://doi.org/10.1007/978-3-031-80889-0_3,GoNoGo: An Efficient LLM-Based Multi-agent System for Streamlining Automotive Software Release Decision-Making,candidate,reviewed-retained,batch-10,keep,Software release decision-making application with LLM multi-agent framing; plausible practical workflow paper rather than obvious noise.
456,https://doi.org/10.30574/wjaets.2024.13.2.0639,Autonomous network monitoring using LLMs and multi-agent systems,candidate,removed-low-quality,batch-10,remove,Weak venue signal and inspected text is broad and claim-heavy with little apparent rigorous LLM multi-agent evaluation; obvious low-quality corpus noise for this map.
457,https://doi.org/10.18653/v1/2025.acl-long.757,MasRouter: Learning to Route LLMs for Multi-Agent Systems,candidate,reviewed-retained,batch-11,keep,ACL long paper directly about routing LLMs in multi-agent systems; venue and topic are strong enough to keep for full review despite low early citations.
458,https://doi.org/10.18653/v1/2025.naacl-long.476,MASTER: A Multi-Agent System with LLM Specialized MCTS,candidate,reviewed-retained,batch-11,keep,NAACL long paper with explicit multi-agent architecture and search/planning mechanism; plausible core contribution needing deeper review.
459,https://doi.org/10.5281/zenodo.19329992,Integrity Beyond the Trust Boundary — External Differential Monitoring in LLM Multi-Agent Systems,candidate,removed-low-quality,batch-11,remove,Zenodo-only record with no discoverable venue trail or reliable metadata from quick lookup; security framing is relevant but artifact signal is too weak for this corpus pass.
460,https://doi.org/10.1016/j.autcon.2025.106563,AI BIM coordinator for non-expert interaction in building design using LLM-driven multi-agent systems,candidate,reviewed-retained,batch-11,keep,Peer-reviewed Automation in Construction application paper; likely domain-specific but LLM-driven multi-agent coordination is central enough to keep.
461,2025.00039,Assessing and Enhancing the Robustness of LLM-Based Multi-Agent Systems Through Chaos Engineering,candidate,reviewed-retained,batch-11,keep,Conference DOI and topic are directly about robustness testing for LLM multi-agent systems; low citations are expected for a 2025 paper.
