rank,id,title,status,coverage_status,review_batch,note
432,https://doi.org/10.5121/ijci.2024.130602,Dynamic Multi-Agent Orchestration and Retrieval for Multi-Source Question-Answer Systems using Large Language Models,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
433,https://doi.org/10.18653/v1/2025.emnlp-main.232,MultiAgentESC: A LLM-based Multi-Agent Collaboration Framework for Emotional Support Conversation,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
434,2402.14807,A Decision-Language Model (DLM) for Dynamic Restless Multi-Armed Bandit Tasks in Public Health,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
435,2604.17459,Transparent and Controllable Recommendation Filtering via Multimodal Multi-Agent Collaboration,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
436,2605.00410,Agent Capsules: Quality-Gated Granularity Control for Multi-Agent LLM Pipelines,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
437,2604.24110,Latency and Cost of Multi-Agent Intelligent Tutoring at Scale,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
438,2601.15687,FARM: Field-Aware Resolution Model for Intelligent Trigger-Action Automation,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
439,2604.02770,Improving Role Consistency in Multi-Agent Collaboration via Quantitative Role Clarity,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
440,https://doi.org/10.2139/ssrn.6235282,RepoAI: Automated Code Refactoring through Multi-Agent LLM Orchestration and Retrieval-Augmented Generation,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
441,https://doi.org/10.5281/zenodo.18707310,Manifold: Eliminating False Positives in Multi-Agent LLM Systems Through Specification-Driven Orchestration,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
442,2512.23300,AI4Reading: Chinese Audiobook Interpretation System Based on Multi-Agent Collaboration,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
443,2511.15755,"Multi-Agent LLM Orchestration Achieves Deterministic, High-Quality Decision Support for Incident Response",candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
444,https://doi.org/10.1364/ofc.2025.m3z.10,Cross-Domain Orchestration with Multi-Agent LLM Framework for Enhanced Task Automation,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
445,https://doi.org/10.2139/ssrn.5818317,AutoTestX: Dependable Test Generation with Open-Source LLMs via Multi-Agent Orchestration,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
446,https://doi.org/10.2139/ssrn.5149683,Can Large Language Models Serve as Data Analysts? A Multi-Agent Assisted Approach for Qualitative Data Analysis,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
447,https://doi.org/10.1016/j.jmsy.2025.08.003,LLM-based multi-agent task planning for human-robot collaborative assembly balancing operator experience and efficiency,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
448,https://doi.org/10.1007/978-3-031-73058-0_17,Collaborative Problem-Solving with LLM: A Multi-agent System Approach to Solve Complex Tasks Using Autogen,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
449,https://doi.org/10.14778/3685800.3685816,AutoTQA: Towards Autonomous Tabular Question Answering through Multi-Agent Large Language Models,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
450,https://doi.org/10.1016/j.cie.2025.110889,A blockchain-based LLM-driven energy-efficient scheduling system towards distributed multi-agent manufacturing scenario of new energy vehicles within the circular economy,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
451,https://doi.org/10.1080/17452007.2025.2456768,Balancing performance and cost of LLMs in a multi-agent framework for BIM data retrieval,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
452,https://doi.org/10.13088/jiis.2025.31.1.191,Beyond Text: Implementing Multimodal Large Language Model-Powered Multi-Agent Systems Using a No-Code Platform,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
453,https://doi.org/10.1007/978-3-031-77367-9_29,Beyond Chatbots: Enhancing Luxembourgish Language Learning Through Multi-agent Systems and Large Language Model,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
454,https://doi.org/10.1109/bigdata62323.2024.10826103,EduMAS: A Novel LLM-Powered Multi-Agent Framework for Educational Support,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
455,https://doi.org/10.1007/978-3-031-80889-0_3,GoNoGo: An Efficient LLM-Based Multi-agent System for Streamlining Automotive Software Release Decision-Making,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
456,https://doi.org/10.30574/wjaets.2024.13.2.0639,Autonomous network monitoring using LLMs and multi-agent systems,candidate,assigned-for-review,batch-10.csv,Assigned to a review batch.
457,https://doi.org/10.18653/v1/2025.acl-long.757,MasRouter: Learning to Route LLMs for Multi-Agent Systems,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
458,https://doi.org/10.18653/v1/2025.naacl-long.476,MASTER: A Multi-Agent System with LLM Specialized MCTS,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
459,https://doi.org/10.5281/zenodo.19329992,Integrity Beyond the Trust Boundary — External Differential Monitoring in LLM Multi-Agent Systems,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
460,https://doi.org/10.1016/j.autcon.2025.106563,AI BIM coordinator for non-expert interaction in building design using LLM-driven multi-agent systems,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
461,2025.00039,Assessing and Enhancing the Robustness of LLM-Based Multi-Agent Systems Through Chaos Engineering,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
462,https://doi.org/10.1145/3701716.3715225,Flow-of-Action: SOP Enhanced LLM-Based Multi-Agent System for Root Cause Analysis,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
463,https://doi.org/10.1007/978-3-032-04200-2_12,A Multi-agent LLM System for Automated Requirements Analysis: A Study on User Story Generation and Prioritization,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
464,https://doi.org/10.24425/ijet.2025.153538,LLM-Based multi-agent system for individual investment in energy and natural resources,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
465,https://doi.org/10.13088/jiis.2025.31.10.141,A Practical MCP×A2A Integration Framework for Interoperability in LLM-Based Autonomous Multi-Agent Systems,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
466,https://doi.org/10.3389/frai.2025.1431003,Co-Learning: code learning for multi-agent reinforcement collaborative framework with conversational natural language interfaces,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
467,2406.18873,LayoutCopilot: An LLM-powered Multi-agent Collaborative Framework for Interactive Analog Layout Design,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
468,https://doi.org/10.1145/3627673.3679216,Demonstration of a Multi-agent Framework for Text to SQL Applications with Large Language Models,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
469,https://doi.org/10.1145/3726302.3731950,MAAQR: An LLM-based Multi-Agent Framework for Adaptive Query Rewriting in Alipay Search,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
470,https://doi.org/10.1007/s10639-025-13633-2,Analyzing the teaching and learning environments through student feedback at scale: a multi-agent LLMs framework,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
471,https://doi.org/10.1016/j.infsof.2025.107955,UCD-LLM: A use case diagram requirement modeling multi-agent framework with large language model,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
472,https://doi.org/10.1109/dac63849.2025.11133316,Enhancing LLM-based Quantum Code Generation with Multi-Agent Optimization and Quantum Error Correction,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
473,https://doi.org/10.1016/j.ipm.2025.104466,Explainable zero-shot trading using multi-agent LLM architecture: A backtested approach for Bitcoin price,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
474,https://doi.org/10.1145/3703412.3703439,Methodology for Quality Assurance Testing of LLM-based Multi-Agent Systems,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
475,https://doi.org/10.1109/telfor63250.2024.10819096,Unit Test Generation Multi-Agent AI System for Enhancing Software Documentation and Code Coverage,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
476,2407.03037,Seeing is Believing: Vision-driven Non-crash Functional Bug Detection for Mobile Apps,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
477,https://doi.org/10.36227/techrxiv.172720290.02520081/v1,Exploring Multi-Agent Dynamics for Generative AI and Large Language Models in Mobile Edge Networks,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
478,https://doi.org/10.2139/ssrn.5193679,A Multi-Agent Large Language Model (Llm) Framework for Code-Complying Design Automation of Concrete Structures,candidate,assigned-for-review,batch-11.csv,Assigned to a review batch.
479,https://doi.org/10.2139/ssrn.6339960,AutoPatch: Multi-Agent Framework for Patching Real-World CVEs Generated by Outdated LLMs,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
480,https://doi.org/10.2139/ssrn.5746063,DrugAgent: A Theory-Driven LLM Multi-Agent System for Automating Machine Learning Programming in Drug Discovery,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
481,https://doi.org/10.2139/ssrn.5276004,"Why Should Next-Gen LLM Multi-Agent Systems Move Beyond Fixed Architectures to Dynamic, Input-Driven Graphs?",candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
482,2505.05762,Multi-Agent Systems for Robotic Autonomy with LLMs,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
483,https://doi.org/10.1016/j.autcon.2025.106611,Automated carbon-aware assessment of openBIM-based ductwork design using knowledge graph–augmented LLM multi-agent framework,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
484,https://doi.org/10.1145/3703412.3703416,BudgetMLAgent: A Cost-Effective LLM Multi-Agent system for Automating Machine Learning Tasks,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
485,2024.00028,Research on Multi-agent Path Planning Algorithm Based on Large Language Model,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
486,2604.19301,Large Language Models Exhibit Normative Conformity,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
487,2604.21446,AI-Gram: When Visual Agents Interact in a Social Network,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
488,2603.09890,Influencing LLM Multi-Agent Dialogue via Policy-Parameterized Prompts,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
489,2601.15437,Exploring Implicit Perspectives on Autism in Large Language Models Through Multi-Agent Simulations,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
490,2603.08181,AutoAdapt: An Automated Domain Adaptation Framework for LLMs,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
491,2504.14538,BookWorld: From Novels to Interactive Agent Societies for Creative Story Generation,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
492,2511.20090,R3A: Reliable RTL Repair Framework with Multi-Agent Fault Localization and Stochastic Tree-of-Thoughts Patch Generation,candidate,assigned-for-review,batch-03.csv,Assigned to a review batch.
493,https://doi.org/10.4018/979-8-3373-2008-3.ch001,Orchestrating Multi-Agent Applications With Langflow and Large Language Models (LLMs),candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
494,https://doi.org/10.2139/ssrn.5193257,Communication Structure Adaptive Control and Collaborative Optimization for Multi-Agent Systems Based on Deepseek Large Language Model,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
495,https://doi.org/10.1016/j.cemconcomp.2025.106230,Multi-agent collaboration for knowledge-guided data-driven design of ultra-high-performance concrete (UHPC) incorporating solid wastes,candidate,assigned-for-review,batch-12.csv,Assigned to a review batch.
